date,title,kws,loc,org,per,content
2023-04-07,Article sur Culture et Culture,['Culture'],"['Londres', 'Bruxelles']","['UE', 'Sanofi']","['Poutine', 'Musk']","Ceci est un article fictif parlant de Culture à Londres, Bruxelles."
2022-05-17,Article sur Sport et Culture,"['Sport', 'Sport', 'Culture']",['Washington'],"['Tesla', 'OTAN']",[],"Ceci est un article fictif parlant de Sport, Sport, Culture à Washington."
2022-05-04,Article sur Environnement et Environnement,['Environnement'],"['Bruxelles', 'Berlin']","['FMI', 'Tesla']",['Zelensky'],"Ceci est un article fictif parlant de Environnement à Bruxelles, Berlin."
2022-12-26,Article sur Santé et Sport,"['Santé', 'Économie', 'Sport']",['Dakar'],['Total'],[],"Ceci est un article fictif parlant de Santé, Économie, Sport à Dakar."
2023-03-17,Article sur Technologie et Culture,"['Technologie', 'Technologie', 'Culture']","['Bruxelles', 'Alger', 'Moscou']",['Sanofi'],"['Zelensky', 'Von der Leyen']","Ceci est un article fictif parlant de Technologie, Technologie, Culture à Bruxelles, Alger, Moscou."
2023-11-27,Article sur Sport et Culture,"['Sport', 'Environnement', 'Culture']","['Berlin', 'Paris']",['OTAN'],"['Musk', 'Biden']","Ceci est un article fictif parlant de Sport, Environnement, Culture à Berlin, Paris."
2022-07-08,Article sur Politique et Politique,['Politique'],['Pékin'],['OMS'],[],Ceci est un article fictif parlant de Politique à Pékin.
2023-02-17,Article sur Technologie et Sport,"['Technologie', 'Économie', 'Sport']","['Moscou', 'Londres', 'Berlin']","['Tesla', 'Google']","['Biden', 'Poutine']","Ceci est un article fictif parlant de Technologie, Économie, Sport à Moscou, Londres, Berlin."
2022-04-08,Article sur Économie et Sport,"['Économie', 'Sport']",['Londres'],"['FMI', 'Google']",[],"Ceci est un article fictif parlant de Économie, Sport à Londres."
2023-08-09,Article sur Culture et Culture,['Culture'],"['Berlin', 'Alger']",['Google'],[],"Ceci est un article fictif parlant de Culture à Berlin, Alger."
2022-07-02,Article sur Environnement et Technologie,"['Environnement', 'Sport', 'Technologie']","['Alger', 'Washington', 'Londres']",[],['Zelensky'],"Ceci est un article fictif parlant de Environnement, Sport, Technologie à Alger, Washington, Londres."
2022-04-18,Article sur Économie et Économie,"['Économie', 'Santé', 'Économie']","['Alger', 'Bruxelles']","['ONU', 'UE']","['Poutine', 'Xi Jinping']","Ceci est un article fictif parlant de Économie, Santé, Économie à Alger, Bruxelles."
2023-11-20,Article sur Technologie et Environnement,"['Technologie', 'Économie', 'Environnement']",['Moscou'],[],"['Von der Leyen', 'Biden']","Ceci est un article fictif parlant de Technologie, Économie, Environnement à Moscou."
2022-07-13,Article sur Culture et Culture,['Culture'],"['Washington', 'Londres', 'Paris']","['UE', 'Tesla']","['Xi Jinping', 'Biden']","Ceci est un article fictif parlant de Culture à Washington, Londres, Paris."
2022-01-17,Article sur Technologie et Technologie,"['Technologie', 'Santé', 'Technologie']","['Moscou', 'Alger']",[],"['Zelensky', 'Biden']","Ceci est un article fictif parlant de Technologie, Santé, Technologie à Moscou, Alger."
2022-10-09,Article sur Culture et Technologie,"['Culture', 'Technologie']","['Pékin', 'Berlin', 'Washington']",[],[],"Ceci est un article fictif parlant de Culture, Technologie à Pékin, Berlin, Washington."
2023-04-08,Article sur Technologie et Technologie,['Technologie'],['Moscou'],"['OMS', 'Google']",['Musk'],Ceci est un article fictif parlant de Technologie à Moscou.
2023-07-10,Article sur Sport et Technologie,"['Sport', 'Technologie']",['Berlin'],"['Sanofi', 'ONU']","['Biden', 'Mbappé']","Ceci est un article fictif parlant de Sport, Technologie à Berlin."
2023-10-27,Article sur Sport et Sport,['Sport'],"['Pékin', 'Berlin', 'Londres']",['ONU'],"['Von der Leyen', 'Mbappé']","Ceci est un article fictif parlant de Sport à Pékin, Berlin, Londres."
2022-05-02,Article sur Culture et Sport,"['Culture', 'Sport']","['Washington', 'Berlin']",['ONU'],['Mbappé'],"Ceci est un article fictif parlant de Culture, Sport à Washington, Berlin."
2023-07-02,Article sur Politique et Environnement,"['Politique', 'Culture', 'Environnement']",['Washington'],['Total'],[],"Ceci est un article fictif parlant de Politique, Culture, Environnement à Washington."
2022-02-13,Article sur Santé et Politique,"['Santé', 'Économie', 'Politique']","['Moscou', 'Alger']","['UE', 'ONU']","['Biden', 'Musk']","Ceci est un article fictif parlant de Santé, Économie, Politique à Moscou, Alger."
2022-10-10,Article sur Culture et Économie,"['Culture', 'Économie']",['Dakar'],"['OTAN', 'Sanofi']",['Musk'],"Ceci est un article fictif parlant de Culture, Économie à Dakar."
2022-03-28,Article sur Économie et Économie,"['Économie', 'Santé', 'Économie']","['Alger', 'Berlin', 'Pékin']",['OMS'],[],"Ceci est un article fictif parlant de Économie, Santé, Économie à Alger, Berlin, Pékin."
2023-04-26,Article sur Culture et Santé,"['Culture', 'Environnement', 'Santé']","['Bruxelles', 'Pékin', 'Moscou']",[],['Mbappé'],"Ceci est un article fictif parlant de Culture, Environnement, Santé à Bruxelles, Pékin, Moscou."
2022-02-14,Article sur Santé et Santé,['Santé'],"['Berlin', 'Bruxelles', 'Pékin']",['Sanofi'],['Biden'],"Ceci est un article fictif parlant de Santé à Berlin, Bruxelles, Pékin."
2022-02-24,Article sur Santé et Santé,['Santé'],['Washington'],"['Tesla', 'Total']",['Von der Leyen'],Ceci est un article fictif parlant de Santé à Washington.
2022-08-18,Article sur Technologie et Culture,"['Technologie', 'Économie', 'Culture']","['Londres', 'Moscou', 'Washington']",[],"['Biden', 'Zelensky']","Ceci est un article fictif parlant de Technologie, Économie, Culture à Londres, Moscou, Washington."
2022-07-21,Article sur Environnement et Économie,"['Environnement', 'Environnement', 'Économie']","['Moscou', 'Washington']","['Google', 'FMI']",[],"Ceci est un article fictif parlant de Environnement, Environnement, Économie à Moscou, Washington."
2023-08-24,Article sur Santé et Santé,"['Santé', 'Santé']","['Pékin', 'Washington', 'Alger']",['FMI'],"['Musk', 'Mbappé']","Ceci est un article fictif parlant de Santé, Santé à Pékin, Washington, Alger."
2023-04-13,Article sur Politique et Politique,"['Politique', 'Sport', 'Politique']",['Bruxelles'],['OMS'],['Von der Leyen'],"Ceci est un article fictif parlant de Politique, Sport, Politique à Bruxelles."
2022-03-28,Article sur Culture et Culture,['Culture'],['Washington'],[],"['Von der Leyen', 'Macron']",Ceci est un article fictif parlant de Culture à Washington.
2022-10-05,Article sur Environnement et Santé,"['Environnement', 'Politique', 'Santé']","['Berlin', 'Pékin']",['Sanofi'],"['Von der Leyen', 'Poutine']","Ceci est un article fictif parlant de Environnement, Politique, Santé à Berlin, Pékin."
2022-03-23,Article sur Environnement et Culture,"['Environnement', 'Environnement', 'Culture']","['Bruxelles', 'Dakar', 'Berlin']",[],"['Mbappé', 'Musk']","Ceci est un article fictif parlant de Environnement, Environnement, Culture à Bruxelles, Dakar, Berlin."
2023-02-10,Article sur Environnement et Technologie,"['Environnement', 'Technologie']","['Pékin', 'Paris']","['FMI', 'ONU']",['Mbappé'],"Ceci est un article fictif parlant de Environnement, Technologie à Pékin, Paris."
2022-12-23,Article sur Technologie et Culture,"['Technologie', 'Culture']",['Washington'],['OTAN'],"['Musk', 'Poutine']","Ceci est un article fictif parlant de Technologie, Culture à Washington."
2023-07-20,Article sur Économie et Économie,['Économie'],"['Berlin', 'Moscou']",[],[],"Ceci est un article fictif parlant de Économie à Berlin, Moscou."
2022-06-04,Article sur Sport et Politique,"['Sport', 'Santé', 'Politique']",['Bruxelles'],['Total'],"['Mbappé', 'Von der Leyen']","Ceci est un article fictif parlant de Sport, Santé, Politique à Bruxelles."
2023-01-30,Article sur Politique et Technologie,"['Politique', 'Sport', 'Technologie']","['Berlin', 'Washington']",['OMS'],['Mbappé'],"Ceci est un article fictif parlant de Politique, Sport, Technologie à Berlin, Washington."
2023-08-01,Article sur Santé et Technologie,"['Santé', 'Technologie']",['Londres'],[],['Poutine'],"Ceci est un article fictif parlant de Santé, Technologie à Londres."
2023-06-20,Article sur Santé et Santé,"['Santé', 'Santé']","['Paris', 'Bruxelles']","['Google', 'Sanofi']","['Mbappé', 'Zelensky']","Ceci est un article fictif parlant de Santé, Santé à Paris, Bruxelles."
2023-11-19,Article sur Sport et Technologie,"['Sport', 'Politique', 'Technologie']","['Moscou', 'Londres', 'Alger']",[],[],"Ceci est un article fictif parlant de Sport, Politique, Technologie à Moscou, Londres, Alger."
2022-12-30,Article sur Santé et Culture,"['Santé', 'Culture']","['Bruxelles', 'Londres']",[],['Von der Leyen'],"Ceci est un article fictif parlant de Santé, Culture à Bruxelles, Londres."
2023-10-22,Article sur Politique et Politique,['Politique'],['Bruxelles'],['Google'],['Musk'],Ceci est un article fictif parlant de Politique à Bruxelles.
2023-06-09,Article sur Culture et Environnement,"['Culture', 'Économie', 'Environnement']","['Paris', 'Bruxelles', 'Londres']",['OMS'],[],"Ceci est un article fictif parlant de Culture, Économie, Environnement à Paris, Bruxelles, Londres."
2022-10-18,Article sur Santé et Environnement,"['Santé', 'Environnement']","['Londres', 'Berlin', 'Moscou']",['OMS'],['Musk'],"Ceci est un article fictif parlant de Santé, Environnement à Londres, Berlin, Moscou."
2022-05-30,Article sur Sport et Technologie,"['Sport', 'Technologie']","['Dakar', 'Bruxelles']",['Google'],['Biden'],"Ceci est un article fictif parlant de Sport, Technologie à Dakar, Bruxelles."
2022-10-08,Article sur Sport et Santé,"['Sport', 'Sport', 'Santé']","['Moscou', 'Londres', 'Dakar']",['Sanofi'],"['Von der Leyen', 'Poutine']","Ceci est un article fictif parlant de Sport, Sport, Santé à Moscou, Londres, Dakar."
2023-10-24,Article sur Environnement et Environnement,['Environnement'],"['Dakar', 'Bruxelles']",[],[],"Ceci est un article fictif parlant de Environnement à Dakar, Bruxelles."
2023-09-04,Article sur Politique et Politique,['Politique'],['Moscou'],[],"['Mbappé', 'Biden']",Ceci est un article fictif parlant de Politique à Moscou.
2023-07-17,Article sur Santé et Santé,['Santé'],['Alger'],"['Sanofi', 'ONU']",[],Ceci est un article fictif parlant de Santé à Alger.
2022-04-10,Article sur Santé et Sport,"['Santé', 'Sport']",['Moscou'],"['OTAN', 'Total']",['Mbappé'],"Ceci est un article fictif parlant de Santé, Sport à Moscou."
2023-02-27,Article sur Technologie et Économie,"['Technologie', 'Technologie', 'Économie']",['Moscou'],"['Sanofi', 'UE']",['Macron'],"Ceci est un article fictif parlant de Technologie, Technologie, Économie à Moscou."
2023-10-24,Article sur Technologie et Technologie,['Technologie'],['Washington'],"['Tesla', 'Google']",[],Ceci est un article fictif parlant de Technologie à Washington.
2022-04-06,Article sur Culture et Politique,"['Culture', 'Environnement', 'Politique']","['Pékin', 'Dakar', 'Bruxelles']","['OTAN', 'OMS']",[],"Ceci est un article fictif parlant de Culture, Environnement, Politique à Pékin, Dakar, Bruxelles."
2022-08-29,Article sur Culture et Santé,"['Culture', 'Technologie', 'Santé']",['Alger'],"['Total', 'UE']",[],"Ceci est un article fictif parlant de Culture, Technologie, Santé à Alger."
2022-06-21,Article sur Culture et Sport,"['Culture', 'Sport']",['Dakar'],"['UE', 'Tesla']",['Biden'],"Ceci est un article fictif parlant de Culture, Sport à Dakar."
2023-09-02,Article sur Culture et Économie,"['Culture', 'Sport', 'Économie']","['Londres', 'Washington']",['OMS'],"['Xi Jinping', 'Macron']","Ceci est un article fictif parlant de Culture, Sport, Économie à Londres, Washington."
2022-12-17,Article sur Technologie et Technologie,['Technologie'],['Paris'],['OTAN'],[],Ceci est un article fictif parlant de Technologie à Paris.
2023-09-12,Article sur Culture et Environnement,"['Culture', 'Culture', 'Environnement']",['Bruxelles'],"['Tesla', 'OMS']",['Poutine'],"Ceci est un article fictif parlant de Culture, Culture, Environnement à Bruxelles."
2022-04-30,Article sur Sport et Environnement,"['Sport', 'Politique', 'Environnement']",['Bruxelles'],['Google'],[],"Ceci est un article fictif parlant de Sport, Politique, Environnement à Bruxelles."
2022-02-15,Article sur Santé et Économie,"['Santé', 'Économie']",['Moscou'],[],['Macron'],"Ceci est un article fictif parlant de Santé, Économie à Moscou."
2022-05-09,Article sur Environnement et Culture,"['Environnement', 'Culture']","['Londres', 'Dakar']",[],[],"Ceci est un article fictif parlant de Environnement, Culture à Londres, Dakar."
2022-07-02,Article sur Santé et Santé,['Santé'],"['Londres', 'Alger', 'Pékin']",[],['Von der Leyen'],"Ceci est un article fictif parlant de Santé à Londres, Alger, Pékin."
2022-12-07,Article sur Économie et Sport,"['Économie', 'Sport']","['Paris', 'Londres', 'Moscou']","['OMS', 'UE']",[],"Ceci est un article fictif parlant de Économie, Sport à Paris, Londres, Moscou."
2022-11-23,Article sur Économie et Économie,['Économie'],"['Berlin', 'Dakar']",[],['Biden'],"Ceci est un article fictif parlant de Économie à Berlin, Dakar."
2022-10-05,Article sur Santé et Santé,['Santé'],"['Berlin', 'Paris']",[],['Musk'],"Ceci est un article fictif parlant de Santé à Berlin, Paris."
2022-11-26,Article sur Culture et Environnement,"['Culture', 'Environnement']","['Londres', 'Pékin']",['OMS'],['Biden'],"Ceci est un article fictif parlant de Culture, Environnement à Londres, Pékin."
2023-02-10,Article sur Économie et Économie,"['Économie', 'Culture', 'Économie']","['Berlin', 'Bruxelles']",[],"['Poutine', 'Musk']","Ceci est un article fictif parlant de Économie, Culture, Économie à Berlin, Bruxelles."
2023-05-03,Article sur Sport et Culture,"['Sport', 'Économie', 'Culture']",['Washington'],['Sanofi'],"['Mbappé', 'Xi Jinping']","Ceci est un article fictif parlant de Sport, Économie, Culture à Washington."
2023-05-07,Article sur Environnement et Environnement,['Environnement'],['Bruxelles'],['Tesla'],"['Xi Jinping', 'Poutine']",Ceci est un article fictif parlant de Environnement à Bruxelles.
2023-02-12,Article sur Technologie et Économie,"['Technologie', 'Sport', 'Économie']","['Bruxelles', 'Dakar', 'Londres']",['Total'],[],"Ceci est un article fictif parlant de Technologie, Sport, Économie à Bruxelles, Dakar, Londres."
2023-04-24,Article sur Santé et Technologie,"['Santé', 'Environnement', 'Technologie']","['Alger', 'Pékin']",['FMI'],[],"Ceci est un article fictif parlant de Santé, Environnement, Technologie à Alger, Pékin."
2023-10-19,Article sur Environnement et Sport,"['Environnement', 'Culture', 'Sport']","['Pékin', 'Berlin']","['Google', 'Tesla']","['Von der Leyen', 'Poutine']","Ceci est un article fictif parlant de Environnement, Culture, Sport à Pékin, Berlin."
2022-05-31,Article sur Technologie et Technologie,['Technologie'],"['Londres', 'Alger', 'Dakar']","['Sanofi', 'Total']",['Macron'],"Ceci est un article fictif parlant de Technologie à Londres, Alger, Dakar."
2023-11-09,Article sur Technologie et Culture,"['Technologie', 'Culture']",['Dakar'],"['OTAN', 'FMI']",[],"Ceci est un article fictif parlant de Technologie, Culture à Dakar."
2022-02-01,Article sur Environnement et Environnement,['Environnement'],"['Pékin', 'Dakar']",[],"['Mbappé', 'Biden']","Ceci est un article fictif parlant de Environnement à Pékin, Dakar."
